,sub_id,status,dates
17119,831,canceled,2021-11
17120,397,canceled,2020-10
17121,692,canceled,2021-02
17122,211,active,2021-06
17123,455,canceled,2020-08
17124,384,canceled,2020-06
17125,261,canceled,2020-06
17126,956,canceled,2020-07
17127,1012,active,2021-10
17128,494,active,2021-09
17129,627,canceled,2020-11
17130,569,active,2021-05
17131,914,canceled,2021-10
17132,2,active,2021-01
17133,217,canceled,2020-04
17134,246,canceled,2021-08
17135,772,canceled,2021-05
17136,1044,canceled,2021-12
17137,967,active,2020-09
17138,584,active,2020-06
17139,170,canceled,2020-10
17142,347,active,2020-03
17144,1019,active,2021-01
17145,896,active,2021-11
17146,46,active,2021-09
17148,803,canceled,2020-10
17150,425,canceled,2021-10
17151,978,active,2021-04
17152,24,active,2020-06
17153,875,active,2021-03
17154,62,active,2020-05
17155,454,canceled,2021-11
17156,1093,canceled,2020-07
17157,161,active,2020-09
17158,742,canceled,2021-12
17159,355,canceled,2020-02
17160,131,active,2021-07
17162,139,active,2021-02
17163,333,canceled,2021-10
17164,403,active,2020-03
17166,645,active,2020-11
17167,398,canceled,2021-09
17168,141,canceled,2021-07
17169,336,active,2021-02
17170,245,active,2021-11
17171,662,active,2021-06
17173,128,active,2021-12
17174,656,active,2021-06
17175,1035,active,2020-08
17177,940,canceled,2020-09
17178,874,canceled,2021-04
17179,921,active,2020-03
17181,111,active,2021-02
17182,834,canceled,2020-10
17183,37,active,2020-08
17184,243,active,2020-10
17185,714,active,2020-07
17186,331,active,2020-05
17188,648,canceled,2021-03
17189,461,active,2021-06
17190,164,active,2021-01
17192,322,active,2021-12
17193,508,canceled,2021-02
17195,483,active,2021-04
17196,417,active,2021-12
17198,213,canceled,2020-09
17199,362,canceled,2020-08
17200,881,active,2021-04
17201,988,canceled,2021-11
17202,982,canceled,2020-01
17203,116,canceled,2020-02
17204,710,active,2021-09
17205,690,canceled,2021-12
17206,31,active,2021-01
17207,910,active,2021-12
17208,380,active,2021-12
17209,444,canceled,2021-06
17210,882,canceled,2020-02
17213,136,active,2021-07
17214,313,active,2020-04
17215,592,canceled,2020-02
17216,115,canceled,2020-08
17217,377,canceled,2021-01
17218,349,canceled,2020-05
17219,33,active,2021-06
17220,764,active,2020-12
17221,723,active,2020-06
17222,980,active,2020-06
17223,486,active,2021-02
17225,18,active,2021-04
17226,98,active,2021-11
17227,68,active,2021-01
17228,795,canceled,2020-02
17229,235,active,2021-12
17230,286,active,2021-10
17231,575,canceled,2020-11
17232,664,canceled,2021-08
17233,148,canceled,2021-03
17234,302,canceled,2020-06
17235,305,active,2021-10
17236,725,active,2020-10
17237,165,canceled,2021-11
17238,677,canceled,2021-06
17239,814,active,2020-09
17240,903,active,2021-02
17241,357,active,2021-06
17243,988,canceled,2021-09
17244,585,canceled,2021-07
17247,322,canceled,2021-06
17248,826,canceled,2020-06
17249,982,canceled,2021-04
17250,740,active,2020-07
17251,629,canceled,2021-01
17253,121,active,2020-05
17255,577,canceled,2021-01
17256,980,canceled,2020-05
17257,714,active,2020-03
17258,84,canceled,2021-05
17259,969,active,2020-11
17260,811,canceled,2021-06
17261,365,canceled,2021-02
17262,279,canceled,2021-09
17263,289,canceled,2020-07
17264,120,canceled,2021-06
17265,725,canceled,2020-04
17266,267,canceled,2020-12
17267,824,active,2021-05
17268,592,active,2021-05
17269,241,canceled,2020-04
17270,866,canceled,2021-10
17271,368,active,2020-03
17272,588,canceled,2020-02
17273,659,canceled,2021-10
17274,763,canceled,2020-06
17275,543,canceled,2021-04
17276,165,active,2020-05
17277,871,active,2021-07
17278,1063,active,2021-03
17279,536,active,2021-08
17281,705,canceled,2021-02
17282,1090,canceled,2021-02
17283,988,active,2021-08
17285,598,canceled,2021-06
17287,491,canceled,2020-09
17288,1071,active,2020-06
17289,624,active,2020-06
17290,384,active,2021-03
17291,991,canceled,2020-09
17292,292,canceled,2020-07
17293,372,canceled,2021-04
17294,92,canceled,2020-12
17295,396,active,2021-12
17296,933,active,2021-10
17297,741,active,2020-08
17298,406,active,2021-08
17299,1052,canceled,2020-09
17300,315,active,2020-01
17301,714,active,2021-11
17302,428,canceled,2021-02
17303,693,active,2020-05
17304,348,canceled,2020-01
17305,382,active,2020-01
17306,150,canceled,2020-11
17307,426,active,2020-11
17308,322,active,2021-03
17309,52,active,2021-09
17310,362,canceled,2021-11
17312,660,active,2021-11
17313,1018,canceled,2021-12
17314,573,canceled,2020-06
17315,833,canceled,2020-07
17316,912,canceled,2021-11
17317,613,canceled,2020-08
17318,1012,canceled,2021-03
17319,921,canceled,2020-01
17320,812,active,2021-08
17321,465,active,2020-11
17322,1083,active,2021-05
17323,136,canceled,2021-09
17324,437,canceled,2021-08
17325,1055,active,2020-06
17326,132,active,2020-02
17327,139,active,2021-01
17328,274,active,2020-01
17329,318,active,2021-04
17331,896,canceled,2020-02
17332,980,canceled,2021-07
17333,479,canceled,2020-03
17334,217,canceled,2020-05
17336,296,active,2021-09
17337,504,active,2020-09
17338,373,canceled,2021-12
17339,129,canceled,2020-04
17340,358,active,2020-06
17341,812,active,2020-06
17342,59,canceled,2021-12
17343,730,active,2021-11
17344,568,active,2021-07
17345,313,canceled,2021-04
17346,44,active,2021-07
17347,1076,active,2020-07
17348,471,active,2021-06
17349,866,canceled,2020-09
17350,26,active,2021-07
17351,144,active,2021-02
17352,101,canceled,2021-01
17353,703,canceled,2021-01
17354,667,canceled,2020-07
17355,503,active,2020-04
17356,336,canceled,2020-11
17357,852,active,2021-01
17358,1083,active,2020-02
17360,1013,active,2021-06
17361,95,active,2021-08
17362,98,active,2021-06
17363,822,canceled,2021-12
17364,659,active,2021-02
17365,363,active,2021-05
17366,348,canceled,2021-08
17367,729,canceled,2021-01
17368,870,canceled,2020-08
17369,584,canceled,2020-11
17370,715,canceled,2021-04
17371,335,active,2021-04
17372,773,canceled,2021-05
17373,646,canceled,2020-11
17374,124,active,2021-06
17375,291,canceled,2021-12
17376,684,canceled,2020-10
17377,64,active,2020-03
17378,560,active,2021-07
17379,395,canceled,2020-01
17380,816,active,2021-04
17381,32,active,2020-04
17382,982,active,2021-11
17383,194,canceled,2020-04
17385,396,active,2020-12
17386,180,canceled,2020-09
17387,155,active,2020-05
17388,775,active,2021-03
17389,50,active,2020-05
17390,893,canceled,2021-07
17391,722,active,2020-04
17392,260,canceled,2021-09
17393,941,active,2020-03
17394,489,canceled,2020-05
17395,1036,canceled,2021-03
17396,148,canceled,2021-10
17397,1011,canceled,2020-06
17398,916,active,2021-08
17399,341,canceled,2020-11
17400,603,active,2021-08
17403,889,active,2021-02
17404,158,canceled,2020-03
17405,868,active,2020-12
17406,862,active,2020-05
17407,640,canceled,2021-08
17408,75,active,2020-11
17409,172,canceled,2020-09
17410,1090,active,2020-08
17411,167,canceled,2021-10
17412,965,active,2021-06
17413,725,active,2021-04
17414,747,canceled,2020-02
17415,361,canceled,2020-01
17416,330,canceled,2020-06
17417,607,active,2021-07
17418,151,canceled,2021-01
17419,92,canceled,2020-08
17420,543,active,2020-08
17421,859,active,2021-03
17422,654,canceled,2021-08
17423,99,canceled,2021-03
17424,804,active,2020-03
17425,584,active,2021-07
17426,36,active,2021-05
17427,189,canceled,2021-09
17428,849,active,2020-11
17429,571,canceled,2021-09
17430,953,canceled,2020-09
17432,973,active,2020-03
17433,188,active,2021-11
17434,750,canceled,2020-09
17435,376,active,2021-09
17436,824,canceled,2021-10
17437,566,canceled,2021-08
17438,439,canceled,2020-11
17439,1074,active,2021-11
17440,62,active,2021-01
17441,926,canceled,2021-06
17442,283,active,2021-03
17443,459,canceled,2020-07
17444,833,canceled,2021-09
17445,310,canceled,2020-07
17446,957,canceled,2020-05
17447,842,active,2020-03
17448,1022,active,2020-07
17449,393,active,2020-02
17450,690,active,2021-02
17451,828,canceled,2020-06
17452,373,canceled,2020-10
17455,781,canceled,2020-12
17456,1064,active,2020-11
17457,106,active,2020-08
17459,682,canceled,2020-03
17460,1026,active,2021-12
17461,326,canceled,2021-04
17462,657,canceled,2021-03
17463,402,active,2020-06
17464,95,canceled,2021-09
17466,392,canceled,2020-08
17467,864,active,2020-09
17468,797,canceled,2020-05
17469,623,active,2020-08
17470,231,active,2020-12
17471,332,canceled,2020-01
17472,51,active,2021-01
17473,592,active,2020-08
17474,253,canceled,2021-10
17475,757,active,2021-04
17476,640,active,2020-01
17477,470,canceled,2020-11
17478,270,active,2020-12
17479,207,canceled,2021-02
17480,1030,active,2020-05
17481,491,active,2021-02
17482,610,active,2020-06
17483,46,canceled,2021-01
17484,556,canceled,2020-09
17486,437,active,2021-10
17487,819,active,2020-11
17488,709,active,2020-11
17489,15,canceled,2021-10
17490,701,canceled,2020-02
17491,522,canceled,2020-11
17492,519,canceled,2021-02
17493,216,active,2021-03
17494,983,canceled,2020-01
17495,909,canceled,2021-06
17497,221,active,2021-08
17498,560,active,2021-07
17500,47,active,2021-11
17503,737,canceled,2021-11
17504,1041,canceled,2020-04
17505,901,canceled,2020-12
17506,928,canceled,2021-02
17507,277,canceled,2020-08
17509,123,active,2021-10
17510,315,active,2020-04
17511,931,canceled,2020-01
17514,673,canceled,2020-01
17516,247,canceled,2020-06
17517,190,canceled,2020-12
17518,1017,canceled,2020-07
17519,491,canceled,2021-01
17520,313,canceled,2021-06
17521,925,active,2020-09
17522,507,canceled,2021-12
17523,313,active,2021-08
17524,549,active,2021-05
17525,434,active,2021-11
17526,434,canceled,2020-10
17527,435,active,2021-04
17530,458,active,2021-09
17531,882,active,2020-12
17532,166,canceled,2020-10
17533,656,canceled,2021-10
17534,110,active,2021-07
17535,247,canceled,2020-03
17537,682,active,2020-03
17538,18,canceled,2020-11
17539,339,canceled,2021-05
17540,649,active,2021-02
17541,272,active,2021-09
17542,583,canceled,2020-05
17543,810,canceled,2020-09
17544,544,canceled,2021-06
17545,208,active,2021-07
17546,856,canceled,2020-10
17547,442,active,2021-12
17548,264,active,2021-07
17549,608,canceled,2021-11
17550,803,canceled,2020-08
17551,868,active,2021-11
17552,1050,canceled,2021-01
17553,1003,canceled,2021-09
17554,387,canceled,2020-08
17555,1053,active,2021-10
17557,57,canceled,2021-03
17558,143,canceled,2020-12
17560,352,active,2021-08
17561,164,active,2021-07
17562,677,active,2021-06
17563,631,canceled,2021-07
17564,556,active,2020-03
17565,156,canceled,2021-11
17566,424,active,2021-05
17567,305,active,2020-12
17568,545,canceled,2021-06
17569,1035,active,2021-04
17570,117,canceled,2020-06
17571,786,canceled,2020-05
17572,696,active,2020-12
17573,597,canceled,2021-01
17574,339,canceled,2020-09
17575,714,canceled,2020-07
17576,517,active,2021-07
17579,442,canceled,2020-09
17580,570,active,2021-06
17581,215,active,2020-08
17582,612,active,2020-08
17583,836,active,2021-05
17584,156,active,2021-07
17585,452,active,2021-07
17586,19,active,2021-04
17587,622,active,2021-02
17588,410,active,2020-03
17589,464,active,2020-11
17591,103,canceled,2021-03
17592,1079,active,2020-05
17593,64,canceled,2020-06
17594,890,active,2021-10
17595,271,canceled,2021-03
17596,804,canceled,2021-01
17597,1018,canceled,2021-05
17598,862,active,2020-09
17599,517,active,2021-02
17600,306,active,2021-04
17601,536,canceled,2021-09
17602,907,active,2020-08
17603,139,active,2020-12
17604,827,canceled,2020-08
17605,724,active,2020-11
17606,501,active,2020-04
17607,34,active,2020-10
17608,1000,canceled,2021-11
17609,171,active,2021-05
17611,471,active,2020-11
17612,322,canceled,2021-01
17614,1088,canceled,2021-03
17615,103,active,2020-05
17617,458,active,2021-06
17620,918,active,2021-06
17621,682,active,2021-02
17622,587,canceled,2021-08
17623,775,canceled,2021-01
17624,388,active,2021-02
17625,113,active,2020-01
17626,595,active,2020-04
17631,926,active,2021-08
17633,435,active,2020-03
17634,410,active,2020-09
17635,406,canceled,2020-06
17638,91,active,2020-04
17639,826,active,2020-01
17640,1051,canceled,2021-05
17641,595,canceled,2020-03
17642,818,canceled,2021-12
17643,336,active,2020-08
17645,905,active,2020-06
17647,1078,canceled,2020-08
17648,37,canceled,2020-04
17649,766,active,2021-05
17650,894,active,2021-06
17651,1064,canceled,2021-02
17652,573,canceled,2020-06
17654,899,canceled,2021-12
17655,659,active,2021-06
17656,101,active,2020-07
17657,777,active,2020-03
17658,156,active,2021-08
17659,663,canceled,2020-04
17661,311,active,2021-05
17662,292,active,2021-09
17663,10,active,2020-06
17664,1015,active,2021-04
17666,834,canceled,2021-08
17667,698,canceled,2020-03
17668,90,canceled,2021-07
17669,869,active,2021-08
17670,491,active,2021-11
17671,1086,active,2021-02
17672,1027,active,2020-02
17674,141,canceled,2021-04
17675,890,active,2020-11
17677,10,canceled,2021-05
17678,986,active,2021-11
17679,1055,canceled,2020-04
17680,965,active,2021-03
17681,85,canceled,2021-05
17682,179,active,2021-01
17683,470,canceled,2020-10
17684,958,canceled,2021-07
17685,199,active,2021-06
17686,304,active,2020-12
17688,955,active,2021-10
17689,1054,active,2021-02
17690,840,active,2020-09
17691,806,active,2021-10
17692,980,canceled,2020-04
17694,1020,active,2021-06
17695,914,active,2021-03
17696,6,active,2021-05
17697,876,active,2021-12
17698,870,active,2021-04
17699,768,active,2021-10
17701,311,active,2021-08
17702,611,active,2021-04
17703,753,canceled,2021-02
17704,68,active,2021-11
17706,48,canceled,2021-05
17707,814,active,2020-03
17708,73,canceled,2021-11
17710,18,canceled,2021-12
17711,292,canceled,2021-05
17712,304,canceled,2021-02
17714,976,canceled,2020-12
17715,258,active,2021-04
17716,637,canceled,2021-10
17717,343,canceled,2020-08
17718,933,active,2020-12
17719,33,canceled,2020-07
17720,550,canceled,2020-07
17721,139,active,2021-10
17722,420,canceled,2020-03
17723,570,active,2021-07
17724,96,active,2021-06
17725,2,active,2020-01
17726,720,canceled,2020-12
17727,175,active,2020-02
17728,1068,canceled,2020-10
17729,355,active,2021-12
17730,704,canceled,2021-07
17733,628,active,2020-12
17734,911,canceled,2020-05
17735,849,active,2020-02
17736,514,active,2020-04
17737,941,canceled,2020-06
17738,335,active,2020-01
17740,68,canceled,2021-03
17741,611,canceled,2021-03
17742,324,active,2021-07
17743,695,active,2020-04
17744,925,canceled,2020-01
17745,530,active,2021-01
17746,725,active,2020-02
17747,569,active,2021-03
17748,807,active,2020-11
17749,367,canceled,2021-09
17750,835,canceled,2021-05
17751,74,canceled,2021-11
17752,683,canceled,2021-03
17753,582,canceled,2021-09
17754,54,active,2021-04
17755,908,active,2021-06
17757,504,active,2020-07
17760,984,active,2020-12
17761,900,canceled,2021-09
17762,328,canceled,2021-08
17764,2,canceled,2021-09
17766,31,active,2021-05
17768,620,canceled,2020-10
17770,618,active,2020-01
17771,994,canceled,2021-07
17772,957,canceled,2020-07
17773,1081,active,2020-11
17774,230,canceled,2020-08
17775,350,active,2021-05
17776,4,active,2020-08
17777,333,active,2021-05
17778,649,canceled,2021-04
17779,257,canceled,2021-04
17780,501,canceled,2020-05
17781,798,canceled,2021-06
17783,574,canceled,2021-08
17784,547,active,2021-08
17785,949,active,2021-01
17787,595,canceled,2020-12
17788,1048,canceled,2021-03
17789,484,active,2021-10
17790,266,canceled,2021-03
17791,549,canceled,2021-01
17792,633,canceled,2021-12
17793,990,active,2021-06
17795,284,active,2021-09
17796,523,canceled,2021-04
17797,779,active,2021-10
17798,640,canceled,2021-09
17799,368,canceled,2020-03
17800,405,canceled,2020-06
17801,854,active,2020-08
17802,964,active,2021-05
17803,983,active,2020-11
17804,192,canceled,2020-11
17807,806,canceled,2021-03
17808,318,canceled,2020-05
17809,816,active,2020-11
17810,386,canceled,2021-03
17812,320,canceled,2020-12
17814,403,active,2020-05
17815,658,canceled,2021-03
17816,976,canceled,2021-06
17817,1046,canceled,2021-10
17818,686,active,2020-12
17819,119,active,2020-03
17822,64,canceled,2020-06
17823,951,canceled,2021-08
17824,637,active,2020-09
17825,77,canceled,2021-07
17826,813,canceled,2021-01
17829,649,active,2021-07
17830,192,canceled,2021-12
17831,598,active,2021-04
17833,1061,canceled,2021-07
17834,537,active,2020-01
17835,636,active,2021-10
17837,1078,canceled,2021-04
17838,828,active,2020-03
17839,1067,active,2021-05
17840,614,active,2021-11
17841,148,active,2021-08
17842,192,canceled,2021-03
17843,639,canceled,2021-04
17844,830,active,2021-03
17845,625,active,2021-08
17846,604,canceled,2020-05
17847,592,active,2020-09
17848,463,canceled,2021-04
17849,304,canceled,2021-05
17850,870,active,2020-12
17851,80,active,2021-05
17852,223,canceled,2020-03
17853,824,active,2021-11
17855,480,active,2021-01
17856,1015,canceled,2020-10
17857,262,canceled,2021-03
17858,779,active,2020-02
17859,940,active,2020-10
17861,334,canceled,2021-02
17863,878,canceled,2021-10
17864,416,canceled,2020-03
17865,254,canceled,2021-04
17866,1093,active,2020-09
17867,626,canceled,2020-03
17869,581,active,2021-05
17870,117,canceled,2020-02
17871,505,active,2021-05
17872,309,canceled,2020-11
17874,755,canceled,2021-12
17875,840,active,2020-12
17876,685,active,2020-11
17877,966,active,2021-04
17878,750,canceled,2020-08
17879,394,canceled,2020-10
17880,361,canceled,2021-08
17881,78,active,2021-11
17882,5,canceled,2021-10
17883,326,canceled,2021-09
17884,278,active,2020-09
17885,478,canceled,2021-06
17886,334,active,2021-05
17889,839,active,2021-05
17890,534,active,2021-09
17891,678,active,2021-11
17893,167,active,2021-02
17894,797,canceled,2020-03
17895,211,canceled,2021-03
17896,1089,active,2020-11
17897,271,active,2020-11
17898,548,active,2021-08
17899,689,active,2021-04
17900,273,active,2021-03
17902,966,active,2021-04
17903,362,canceled,2021-04
17904,957,active,2021-12
17905,328,active,2021-06
17906,1030,active,2020-02
17907,65,canceled,2021-12
17908,123,canceled,2021-07
17909,139,active,2020-10
17911,583,canceled,2020-11
17912,535,active,2021-03
17913,592,active,2021-08
17915,343,canceled,2020-07
17916,126,active,2020-03
17917,802,active,2020-04
17918,438,canceled,2020-09
17921,774,canceled,2021-08
17922,1065,canceled,2021-12
17923,331,canceled,2020-05
17924,779,canceled,2020-08
17925,968,active,2020-11
17926,836,canceled,2020-08
17927,865,active,2020-08
17928,87,active,2021-01
17929,1018,active,2020-05
17930,1095,canceled,2021-01
17931,965,canceled,2020-12
17932,460,active,2020-02
17934,14,active,2021-06
17935,87,active,2020-03
17936,415,canceled,2020-11
17937,870,active,2021-09
17938,406,active,2021-07
17939,8,active,2020-12
17940,943,canceled,2021-01
17941,756,canceled,2020-09
17943,751,active,2021-11
17945,264,active,2020-03
17946,569,active,2020-10
17947,379,active,2020-10
17949,629,canceled,2020-06
17950,554,active,2020-12
17951,7,active,2021-05
17952,801,active,2020-08
17953,1047,active,2021-07
17954,779,canceled,2021-04
17955,526,canceled,2020-08
17956,980,active,2021-08
17957,540,active,2021-02
17958,995,canceled,2021-06
17959,969,active,2021-08
17960,489,canceled,2021-12
17961,142,canceled,2020-04
17962,484,active,2021-07
17963,226,canceled,2021-01
17964,416,canceled,2020-05
17965,281,canceled,2020-09
17966,225,active,2021-01
17967,274,canceled,2020-12
17969,392,active,2021-12
17971,214,canceled,2020-11
17973,720,active,2020-07
17974,514,active,2021-08
17975,7,active,2020-07
17976,908,active,2021-02
17978,870,active,2020-07
17980,916,active,2021-07
17981,1032,active,2021-03
17983,983,active,2020-08
17985,1014,active,2020-08
17986,95,canceled,2020-11
17987,1088,active,2021-01
17988,841,canceled,2021-07
17989,565,active,2020-07
17991,360,active,2021-02
17992,611,active,2020-08
17993,455,canceled,2020-12
17995,455,active,2021-10
17996,981,canceled,2020-04
17997,626,active,2020-05
17998,648,canceled,2021-12
17999,166,canceled,2020-08
18000,1080,active,2020-06
18001,304,active,2020-02
18002,415,canceled,2021-04
18003,542,active,2020-11
18004,707,active,2021-12
18005,584,canceled,2021-10
18006,323,active,2021-01
18007,993,canceled,2020-07
18008,888,active,2020-08
18009,737,active,2020-03
18010,393,canceled,2020-03
18012,403,canceled,2020-07
18013,413,canceled,2021-09
18014,577,canceled,2020-08
18015,737,canceled,2020-10
18016,502,canceled,2020-10
18018,728,canceled,2020-11
18019,250,canceled,2020-02
18020,326,active,2021-12
18021,128,active,2021-06
18022,521,canceled,2020-10
18024,188,canceled,2021-05
18025,140,canceled,2021-01
18026,957,canceled,2020-03
18027,1075,active,2021-03
18028,727,active,2020-12
18029,159,active,2021-02
18030,804,active,2020-10
18032,816,active,2021-12
18034,519,active,2021-05
18035,434,active,2021-07
18036,952,active,2021-06
18037,769,active,2020-03
18038,647,active,2021-02
18039,768,active,2021-03
18040,312,canceled,2021-11
18041,828,active,2020-10
18042,624,active,2020-05
18043,327,active,2020-03
18044,233,canceled,2021-02
18045,278,active,2021-06
18047,48,active,2021-12
18048,501,active,2021-01
18049,822,canceled,2021-10
18050,652,canceled,2021-10
18052,1036,active,2021-09
18053,687,canceled,2021-09
18054,37,canceled,2020-03
18056,253,active,2021-06
18058,118,active,2021-08
18059,699,canceled,2021-06
18060,813,active,2021-10
18061,349,active,2020-04
18062,672,canceled,2020-06
18063,546,active,2020-09
18064,27,canceled,2020-12
18065,137,canceled,2021-01
18066,136,active,2020-07
18067,916,canceled,2021-06
18068,725,active,2021-01
18069,672,canceled,2021-07
18070,320,canceled,2021-07
18072,1027,canceled,2020-06
18073,757,canceled,2021-12
18074,341,active,2020-12
18075,748,active,2021-07
18076,406,canceled,2020-05
18077,965,canceled,2020-05
18078,152,canceled,2021-07
18079,1087,active,2020-01
18080,249,active,2020-05
18081,27,active,2021-02
18082,1052,active,2021-08
18083,334,active,2021-08
18084,30,canceled,2021-08
18086,412,canceled,2020-12
18087,640,active,2021-09
18089,273,canceled,2021-06
18090,195,canceled,2021-08
18091,310,active,2021-06
18092,1035,canceled,2021-05
18093,866,active,2020-07
18095,702,canceled,2020-07
18096,707,canceled,2020-05
18097,872,canceled,2021-07
18098,140,active,2020-05
18099,691,active,2021-04
18101,383,canceled,2021-03
18102,239,canceled,2020-04
18103,393,canceled,2021-03
18104,1097,canceled,2021-10
18105,827,active,2021-01
18107,850,canceled,2020-05
18108,947,canceled,2020-12
18109,1002,canceled,2021-07
18110,704,active,2020-10
18112,169,canceled,2021-06
18113,205,canceled,2021-11
18114,568,canceled,2020-01
18115,890,active,2021-01
18116,570,canceled,2021-10
18118,518,active,2021-09
18120,83,canceled,2021-02
18122,755,canceled,2021-12
18123,1089,active,2020-05
18124,557,active,2021-11
18125,145,active,2020-06
18127,664,canceled,2020-07
18128,385,active,2020-04
18129,245,active,2021-10
18131,652,canceled,2021-02
18132,977,canceled,2021-09
18133,142,canceled,2020-12
18134,869,active,2021-02
18135,734,active,2020-11
18136,942,active,2021-07
18137,92,active,2020-05
18138,753,canceled,2021-04
18139,1089,active,2020-10
18141,528,active,2021-09
18142,69,canceled,2020-05
18143,296,canceled,2020-06
18144,927,active,2021-04
18145,444,canceled,2021-06
18146,936,active,2020-08
18147,458,active,2021-06
18148,428,active,2020-12
18149,863,canceled,2020-06
18150,560,canceled,2020-02
18152,1087,canceled,2020-11
18153,628,canceled,2021-12
18154,594,canceled,2020-09
18155,751,canceled,2021-03
18156,671,active,2020-01
18157,1024,active,2020-07
18158,478,active,2021-05
18159,858,canceled,2021-10
18160,192,active,2021-05
18162,875,canceled,2020-08
18163,36,canceled,2021-02
18164,513,active,2021-12
18165,550,canceled,2020-09
18166,227,canceled,2021-06
18167,582,canceled,2020-06
18168,697,canceled,2020-11
18169,1078,active,2020-09
18170,150,canceled,2021-02
18171,547,active,2021-05
18172,386,active,2020-10
18173,971,active,2021-02
18174,1055,canceled,2021-12
18175,992,canceled,2020-05
18177,1085,active,2020-04
18178,808,canceled,2020-12
18179,89,active,2020-01
18180,494,canceled,2021-10
18181,891,canceled,2021-07
18182,954,canceled,2021-07
18183,847,active,2021-02
18184,449,canceled,2021-07
18185,602,active,2021-11
18186,713,canceled,2020-12
18187,912,canceled,2020-05
18188,26,active,2021-04
18189,1066,canceled,2021-09
18190,859,active,2021-12
18191,537,canceled,2021-09
18192,208,active,2020-04
18193,224,canceled,2020-09
18194,944,canceled,2021-06
18196,1067,canceled,2021-08
18197,757,canceled,2021-06
18198,609,active,2020-11
18199,653,active,2020-02
18200,1089,canceled,2021-05
18202,308,canceled,2020-04
18203,239,canceled,2020-05
18205,317,canceled,2021-06
18206,471,active,2020-03
18207,334,active,2020-02
18208,445,canceled,2021-06
18209,388,canceled,2021-04
18211,885,canceled,2021-02
18212,678,canceled,2020-02
18214,456,canceled,2020-11
18215,176,canceled,2021-05
18216,1018,canceled,2020-01
18217,168,active,2021-09
18218,996,canceled,2021-12
18219,13,active,2021-11
18220,787,canceled,2020-09
18221,915,active,2021-06
18224,975,active,2020-08
18225,318,active,2021-02
18226,433,canceled,2021-02
18228,105,active,2020-09
18229,236,canceled,2021-10
18230,573,canceled,2021-12
18231,626,canceled,2021-04
18232,823,active,2021-06
18233,860,active,2021-04
18234,1007,active,2020-09
18236,224,canceled,2021-08
18237,77,canceled,2020-08
18239,1062,active,2021-06
18240,811,canceled,2021-08
18241,1098,canceled,2020-12
18243,1001,active,2021-08
18244,53,active,2020-10
18246,136,active,2021-09
18247,197,canceled,2020-12
18248,614,active,2020-03
18249,910,active,2021-03
18250,19,active,2021-08
18251,501,canceled,2021-01
18252,1072,active,2021-07
18253,290,canceled,2021-09
18254,837,active,2021-02
18255,257,active,2021-06
18256,649,active,2020-01
18257,237,canceled,2021-11
18258,93,canceled,2021-07
18259,793,canceled,2020-11
18260,170,canceled,2021-08
18261,186,canceled,2021-08
18264,36,active,2021-04
18265,216,canceled,2021-07
18267,626,active,2020-12
18268,555,active,2021-06
18269,885,active,2020-11
18271,856,active,2021-05
18272,742,active,2021-09
18274,958,active,2021-02
18275,896,canceled,2021-04
18276,177,canceled,2020-07
18278,565,active,2020-05
18279,984,canceled,2020-01
18280,840,canceled,2020-11
18282,95,canceled,2020-04
18283,297,canceled,2020-09
18284,335,active,2021-09
18286,1087,active,2021-02
18287,1066,canceled,2021-11
18288,576,canceled,2020-03
18289,264,active,2021-09
18291,783,canceled,2021-12
18292,6,canceled,2021-04
18293,366,canceled,2021-12
18294,450,active,2020-11
18295,70,canceled,2021-04
18297,922,active,2021-06
18298,9,active,2021-10
18301,700,canceled,2020-10
18302,667,active,2021-09
18303,609,active,2021-09
18304,1075,canceled,2021-08
18305,76,active,2021-04
18306,223,active,2021-06
18307,131,canceled,2020-02
18308,1060,canceled,2020-01
18309,862,active,2021-11
18310,523,canceled,2020-08
18311,847,active,2021-09
18312,152,active,2021-08
18313,94,active,2020-10
18314,162,active,2021-01
18315,554,active,2021-12
18316,189,active,2020-03
18318,120,active,2020-10
18319,377,canceled,2020-07
18320,280,active,2020-09
18321,760,canceled,2021-11
18323,115,active,2021-07
18324,255,canceled,2020-07
18325,398,canceled,2020-02
18326,784,canceled,2021-02
18328,1034,canceled,2021-11
18329,844,canceled,2020-07
18331,528,canceled,2021-02
18332,219,canceled,2021-11
18333,472,active,2020-08
18334,258,canceled,2021-07
18336,442,canceled,2020-12
18337,519,canceled,2021-01
18338,867,canceled,2021-02
18340,509,canceled,2021-12
18342,304,active,2021-11
18343,762,canceled,2021-03
18344,716,canceled,2021-03
18345,20,active,2021-07
18348,369,canceled,2020-06
18349,449,canceled,2020-07
18350,405,active,2021-01
18352,940,canceled,2021-12
18353,511,active,2020-06
18354,101,canceled,2021-01
18355,943,canceled,2021-01
18356,1092,canceled,2020-12
18357,1043,active,2021-09
18358,1059,canceled,2021-11
18360,741,active,2020-02
18361,180,active,2021-10
18363,129,active,2020-09
18364,737,active,2020-04
18365,1044,active,2021-03
18366,96,active,2020-07
18367,1033,active,2021-11
18368,421,canceled,2021-09
18369,560,active,2021-05
18370,623,canceled,2021-05
18371,779,canceled,2020-07
18372,107,active,2021-03
18373,613,canceled,2020-11
18374,307,active,2020-06
18375,280,canceled,2021-05
18376,457,active,2020-05
18377,89,canceled,2020-05
