dates,sub_id,status,months_since_first_subscription,active_months,canceled_months,months_since_status_change,confirmed_bookings
2020-07-01,861,canceled,6,4,3,3,5
2020-08-01,861,canceled,7,4,4,4,1
2020-09-01,861,active,8,5,4,1,2
2020-10-01,861,active,9,6,4,2,1
2020-11-01,861,canceled,10,6,5,1,0
2020-12-01,861,canceled,11,6,6,2,0
2021-01-01,861,active,12,7,6,1,2
2021-02-01,861,active,13,8,6,2,0
2021-03-01,861,active,14,9,6,3,3
2021-04-01,861,active,15,10,6,4,2
2021-05-01,861,active,16,11,6,5,8
2021-06-01,861,active,17,12,6,6,6
2021-07-01,861,active,18,13,6,7,0
2021-08-01,861,canceled,19,13,7,1,0
2021-09-01,861,canceled,20,13,8,2,0
2021-10-01,861,active,21,14,8,1,0
2021-11-01,861,active,22,15,8,2,0
2020-01-01,862,canceled,,0,1,,33
2020-02-01,862,canceled,,0,2,,30
2020-03-01,862,canceled,,0,3,,3
2020-04-01,862,canceled,,0,4,,2
2020-05-01,862,canceled,,0,5,,3
2020-06-01,862,active,0,1,5,1,2
2020-07-01,862,active,1,2,5,2,5
2020-08-01,862,active,2,3,5,3,3
2020-09-01,862,active,3,4,5,4,1
2020-10-01,862,active,4,5,5,5,2
2020-11-01,862,active,5,6,5,6,0
2020-12-01,862,active,6,7,5,7,1
2021-01-01,862,active,7,8,5,8,1
2021-02-01,862,active,8,9,5,9,1
2021-03-01,862,active,9,10,5,10,5
2021-04-01,862,active,10,11,5,11,2
2021-05-01,862,canceled,11,11,6,1,7
2021-06-01,862,canceled,12,11,7,2,3
2021-07-01,862,active,13,12,7,1,0
2021-08-01,862,active,14,13,7,2,0
2021-09-01,862,active,15,14,7,3,0
2021-10-01,862,active,16,15,7,4,0
2021-11-01,862,active,17,16,7,5,0
2020-05-01,863,canceled,,0,1,,3
2020-06-01,863,canceled,,0,2,,2
2020-07-01,863,canceled,,0,3,,3
2020-08-01,863,canceled,,0,4,,1
2020-09-01,863,canceled,,0,5,,1
2020-10-01,863,canceled,,0,6,,1
2020-11-01,863,canceled,,0,7,,1
2020-12-01,863,active,0,1,7,1,3
2021-01-01,863,active,1,2,7,2,3
2021-02-01,863,active,2,3,7,3,0
2021-03-01,863,active,3,4,7,4,3
2021-04-01,863,active,4,5,7,5,2
2021-05-01,863,active,5,6,7,6,5
2021-06-01,863,active,6,7,7,7,7
2021-07-01,863,active,7,8,7,8,0
2021-08-01,863,active,8,9,7,9,0
2021-09-01,863,canceled,9,9,8,1,0
2021-10-01,863,active,10,10,8,1,0
2021-11-01,863,active,11,11,8,2,0
2021-12-01,863,active,12,12,8,3,0
2020-03-01,864,canceled,,0,1,,6
2020-04-01,864,canceled,,0,2,,0
2020-05-01,864,canceled,,0,3,,5
2020-06-01,864,canceled,,0,4,,5
2020-07-01,864,canceled,,0,5,,4
2020-08-01,864,canceled,,0,6,,0
2020-09-01,864,active,0,1,6,1,3
2020-10-01,864,canceled,1,1,7,1,1
2020-11-01,864,active,2,2,7,1,1
2020-12-01,864,active,3,3,7,2,2
2021-01-01,864,active,4,4,7,3,1
2021-02-01,864,active,5,5,7,4,3
2021-03-01,864,active,6,6,7,5,3
2021-04-01,864,active,7,7,7,6,3
2021-05-01,864,active,8,8,7,7,7
2021-06-01,864,canceled,9,8,8,1,9
2021-07-01,864,canceled,10,8,9,2,0
2021-08-01,864,active,11,9,9,1,0
2021-09-01,864,active,12,10,9,2,0
2021-10-01,864,canceled,13,10,10,1,0
2021-11-01,864,canceled,14,10,11,2,0
2020-01-01,865,canceled,,0,1,,36
2020-02-01,865,canceled,,0,2,,23
2020-03-01,865,canceled,,0,3,,5
2020-04-01,865,canceled,,0,4,,1
2020-05-01,865,canceled,,0,5,,5
2020-06-01,865,active,0,1,5,1,2
2020-07-01,865,active,1,2,5,2,0
2020-08-01,865,active,2,3,5,3,0
2020-09-01,865,canceled,3,3,6,1,5
2020-10-01,865,canceled,4,3,7,2,1
2020-11-01,865,canceled,5,3,8,3,3
2020-12-01,865,canceled,6,3,9,4,0
2021-01-01,865,canceled,7,3,10,5,0
2021-02-01,865,canceled,8,3,11,6,0
2021-03-01,865,canceled,9,3,12,7,1
2021-04-01,865,canceled,10,3,13,8,0
2021-05-01,865,active,11,4,13,1,4
2021-06-01,865,active,12,5,13,2,2
2021-07-01,865,active,13,6,13,3,0
2021-08-01,865,active,14,7,13,4,0
2021-09-01,865,active,15,8,13,5,0
2021-10-01,865,active,16,9,13,6,0
2021-11-01,865,active,17,10,13,7,0
2021-12-01,865,active,18,11,13,8,0
2020-02-01,866,active,0,1,0,,35
2020-03-01,866,active,1,2,0,,4
2020-04-01,866,active,2,3,0,,1
2020-05-01,866,active,3,4,0,,2
2020-06-01,866,active,4,5,0,,6
2020-07-01,866,active,5,6,0,,2
2020-08-01,866,active,6,7,0,,0
2020-09-01,866,canceled,7,7,1,1,1
2020-10-01,866,canceled,8,7,2,2,1
2020-11-01,866,canceled,9,7,3,3,1
2020-12-01,866,canceled,10,7,4,4,0
2021-01-01,866,canceled,11,7,5,5,1
2021-02-01,866,active,12,8,5,1,1
2021-03-01,866,active,13,9,5,2,1
2021-04-01,866,active,14,10,5,3,1
2021-05-01,866,active,15,11,5,4,2
2021-06-01,866,active,16,12,5,5,5
2021-07-01,866,active,17,13,5,6,0
2021-08-01,866,canceled,18,13,6,1,0
2021-09-01,866,active,19,14,6,1,0
2021-10-01,866,active,20,15,6,2,0
2021-11-01,866,active,21,16,6,3,0
2021-12-01,866,active,22,17,6,4,0
2020-05-01,867,canceled,,0,1,,6
2020-06-01,867,canceled,,0,2,,4
2020-07-01,867,canceled,,0,3,,3
2020-08-01,867,canceled,,0,4,,4
2020-09-01,867,canceled,,0,5,,2
2020-10-01,867,canceled,,0,6,,1
2020-11-01,867,canceled,,0,7,,1
2020-12-01,867,active,0,1,7,1,3
2021-01-01,867,active,1,2,7,2,2
2021-02-01,867,active,2,3,7,3,0
2021-03-01,867,active,3,4,7,4,4
2021-04-01,867,active,4,5,7,5,0
2021-05-01,867,active,5,6,7,6,6
2021-06-01,867,active,6,7,7,7,5
2021-07-01,867,active,7,8,7,8,0
2021-08-01,867,active,8,9,7,9,0
2021-09-01,867,active,9,10,7,10,0
2021-10-01,867,active,10,11,7,11,0
2021-11-01,867,active,11,12,7,12,0
2021-12-01,867,canceled,12,12,8,1,0
2020-01-01,868,canceled,,0,1,,34
2020-02-01,868,active,0,1,1,1,28
2020-03-01,868,active,1,2,1,2,4
2020-04-01,868,active,2,3,1,3,3
2020-05-01,868,active,3,4,1,4,1
2020-06-01,868,active,4,5,1,5,6
2020-07-01,868,active,5,6,1,6,4
2020-08-01,868,active,6,7,1,7,2
2020-09-01,868,active,7,8,1,8,2
2020-10-01,868,active,8,9,1,9,1
2020-11-01,868,canceled,9,9,2,1,0
2020-12-01,868,active,10,10,2,1,1
2021-01-01,868,active,11,11,2,2,0
2021-02-01,868,active,12,12,2,3,3
2021-03-01,868,canceled,13,12,3,1,4
2021-04-01,868,active,14,13,3,1,0
2021-05-01,868,active,15,14,3,2,4
2021-06-01,868,active,16,15,3,3,6
2021-07-01,868,active,17,16,3,4,0
2021-08-01,868,active,18,17,3,5,0
2021-09-01,868,canceled,19,17,4,1,0
2021-10-01,868,canceled,20,17,5,2,0
2021-11-01,868,canceled,21,17,6,3,0
2020-04-01,869,canceled,,0,1,,2
2020-05-01,869,canceled,,0,2,,8
2020-06-01,869,canceled,,0,3,,5
2020-07-01,869,canceled,,0,4,,1
2020-08-01,869,canceled,,0,5,,2
2020-09-01,869,canceled,,0,6,,3
2020-10-01,869,canceled,,0,7,,2
2020-11-01,869,canceled,,0,8,,0
2020-12-01,869,canceled,,0,9,,0
2021-01-01,869,active,0,1,9,1,1
2021-02-01,869,active,1,2,9,2,1
2021-03-01,869,canceled,2,2,10,1,0
2021-04-01,869,canceled,3,2,11,2,0
2021-05-01,869,canceled,4,2,12,3,3
2021-06-01,869,canceled,5,2,13,4,8
2021-07-01,869,canceled,6,2,14,5,0
2021-08-01,869,canceled,7,2,15,6,0
2021-09-01,869,active,8,3,15,1,0
2021-10-01,869,active,9,4,15,2,0
2021-11-01,869,active,10,5,15,3,0
2021-12-01,869,canceled,11,5,16,1,0
2020-02-01,870,active,0,1,0,,24
2020-03-01,870,canceled,1,1,1,1,4
2020-04-01,870,canceled,2,1,2,2,2
2020-05-01,870,canceled,3,1,3,3,4
2020-06-01,870,canceled,4,1,4,4,1
2020-07-01,870,canceled,5,1,5,5,5
2020-08-01,870,canceled,6,1,6,6,1
2020-09-01,870,canceled,7,1,7,7,1
2020-10-01,870,active,8,2,7,1,2
2020-11-01,870,active,9,3,7,2,0
2020-12-01,870,active,10,4,7,3,0
2021-01-01,870,active,11,5,7,4,1
2021-02-01,870,canceled,12,5,8,1,0
2021-03-01,870,canceled,13,5,9,2,1
2021-04-01,870,canceled,14,5,10,3,1
2021-05-01,870,canceled,15,5,11,4,6
2021-06-01,870,canceled,16,5,12,5,7
2021-07-01,870,canceled,17,5,13,6,0
2021-08-01,870,canceled,18,5,14,7,0
2021-09-01,870,active,19,6,14,1,0
2021-10-01,870,active,20,7,14,2,0
2021-11-01,870,active,21,8,14,3,0
2021-12-01,870,canceled,22,8,15,1,0
2020-04-01,871,canceled,,0,1,,2
2020-05-01,871,canceled,,0,2,,4
2020-06-01,871,canceled,,0,3,,4
2020-07-01,871,canceled,,0,4,,2
2020-08-01,871,canceled,,0,5,,1
2020-09-01,871,canceled,,0,6,,0
2020-10-01,871,active,0,1,6,1,1
2020-11-01,871,canceled,1,1,7,1,0
2020-12-01,871,canceled,2,1,8,2,0
2021-01-01,871,canceled,3,1,9,3,0
2021-02-01,871,canceled,4,1,10,4,0
2021-03-01,871,canceled,5,1,11,5,1
2021-04-01,871,canceled,6,1,12,6,2
2021-05-01,871,canceled,7,1,13,7,3
2021-06-01,871,canceled,8,1,14,8,7
2021-07-01,871,canceled,9,1,15,9,0
2021-08-01,871,canceled,10,1,16,10,0
2021-09-01,871,canceled,11,1,17,11,0
2021-10-01,871,canceled,12,1,18,12,0
2021-11-01,871,canceled,13,1,19,13,0
2020-01-01,872,canceled,,0,1,,41
2020-02-01,872,active,0,1,1,1,27
2020-03-01,872,active,1,2,1,2,6
2020-04-01,872,active,2,3,1,3,1
2020-05-01,872,active,3,4,1,4,8
2020-06-01,872,canceled,4,4,2,1,2
2020-07-01,872,canceled,5,4,3,2,4
2020-08-01,872,canceled,6,4,4,3,3
2020-09-01,872,canceled,7,4,5,4,1
2020-10-01,872,canceled,8,4,6,5,3
2020-11-01,872,canceled,9,4,7,6,1
2020-12-01,872,canceled,10,4,8,7,2
2021-01-01,872,canceled,11,4,9,8,0
2021-02-01,872,canceled,12,4,10,9,0
2021-03-01,872,canceled,13,4,11,10,1
2021-04-01,872,canceled,14,4,12,11,0
2021-05-01,872,canceled,15,4,13,12,5
2021-06-01,872,canceled,16,4,14,13,5
2021-07-01,872,canceled,17,4,15,14,0
2021-08-01,872,canceled,18,4,16,15,0
2021-09-01,872,canceled,19,4,17,16,0
2021-10-01,872,active,20,5,17,1,0
2021-11-01,872,active,21,6,17,2,0
2021-12-01,872,canceled,22,6,18,1,0
2020-07-01,873,canceled,,0,1,,4
2020-08-01,873,active,0,1,1,1,0
2020-09-01,873,active,1,2,1,2,2
2020-10-01,873,active,2,3,1,3,2
2020-11-01,873,canceled,3,3,2,1,1
2020-12-01,873,canceled,4,3,3,2,0
2021-01-01,873,canceled,5,3,4,3,0
2021-02-01,873,canceled,6,3,5,4,0
2021-03-01,873,canceled,7,3,6,5,0
2021-04-01,873,active,8,4,6,1,1
2021-05-01,873,canceled,9,4,7,1,9
2021-06-01,873,active,10,5,7,1,4
2021-07-01,873,active,11,6,7,2,0
2021-08-01,873,active,12,7,7,3,0
2021-09-01,873,active,13,8,7,4,0
2021-10-01,873,active,14,9,7,5,0
2021-11-01,873,active,15,10,7,6,0
2021-12-01,873,active,16,11,7,7,0
2020-03-01,874,active,0,1,0,,5
2020-04-01,874,active,1,2,0,,1
2020-05-01,874,active,2,3,0,,4
2020-06-01,874,active,3,4,0,,2
2020-07-01,874,active,4,5,0,,2
2020-08-01,874,active,5,6,0,,0
2020-09-01,874,active,6,7,0,,1
2020-10-01,874,active,7,8,0,,2
2020-11-01,874,active,8,9,0,,1
2020-12-01,874,active,9,10,0,,1
2021-01-01,874,active,10,11,0,,3
2021-02-01,874,active,11,12,0,,1
2021-03-01,874,active,12,13,0,,1
2021-04-01,874,active,13,14,0,,1
2021-05-01,874,active,14,15,0,,5
2021-06-01,874,active,15,16,0,,6
2021-07-01,874,active,16,17,0,,0
2021-08-01,874,active,17,18,0,,0
2021-09-01,874,active,18,19,0,,0
2021-10-01,874,canceled,19,19,1,1,0
2020-01-01,875,active,0,1,0,,30
2020-02-01,875,active,1,2,0,,33
2020-03-01,875,active,2,3,0,,6
2020-04-01,875,active,3,4,0,,2
2020-05-01,875,active,4,5,0,,8
2020-06-01,875,canceled,5,5,1,1,5
2020-07-01,875,canceled,6,5,2,2,3
2020-08-01,875,canceled,7,5,3,3,0
2020-09-01,875,canceled,8,5,4,4,5
2020-10-01,875,canceled,9,5,5,5,2
2020-11-01,875,active,10,6,5,1,0
2020-12-01,875,active,11,7,5,2,3
2021-01-01,875,active,12,8,5,3,0
2021-02-01,875,active,13,9,5,4,0
2021-03-01,875,active,14,10,5,5,0
2021-04-01,875,active,15,11,5,6,2
2021-05-01,875,active,16,12,5,7,9
2021-06-01,875,active,17,13,5,8,8
2021-07-01,875,active,18,14,5,9,0
2021-08-01,875,active,19,15,5,10,0
2021-09-01,875,canceled,20,15,6,1,0
2021-10-01,875,active,21,16,6,1,0
2021-11-01,875,active,22,17,6,2,0
2021-12-01,875,canceled,23,17,7,1,0
2020-05-01,876,canceled,,0,1,,7
2020-06-01,876,canceled,,0,2,,6
2020-07-01,876,canceled,,0,3,,1
2020-08-01,876,canceled,,0,4,,2
2020-09-01,876,canceled,,0,5,,1
2020-10-01,876,canceled,,0,6,,2
2020-11-01,876,canceled,,0,7,,0
2020-12-01,876,canceled,,0,8,,0
2021-01-01,876,canceled,,0,9,,2
2021-02-01,876,canceled,,0,10,,0
2021-03-01,876,active,0,1,10,1,1
2021-04-01,876,active,1,2,10,2,0
2021-05-01,876,active,2,3,10,3,4
2021-06-01,876,active,3,4,10,4,5
2021-07-01,876,active,4,5,10,5,0
2021-08-01,876,active,5,6,10,6,0
2021-09-01,876,active,6,7,10,7,0
2021-10-01,876,active,7,8,10,8,0
2021-11-01,876,active,8,9,10,9,0
2021-12-01,876,active,9,10,10,10,0
2020-07-01,877,active,0,1,0,,4
2020-08-01,877,active,1,2,0,,1
2020-09-01,877,active,2,3,0,,2
2020-10-01,877,canceled,3,3,1,1,1
2020-11-01,877,canceled,4,3,2,2,1
2020-12-01,877,canceled,5,3,3,3,2
2021-01-01,877,canceled,6,3,4,4,2
2021-02-01,877,canceled,7,3,5,5,1
2021-03-01,877,canceled,8,3,6,6,4
2021-04-01,877,canceled,9,3,7,7,0
2021-05-01,877,canceled,10,3,8,8,10
2021-06-01,877,active,11,4,8,1,5
2021-07-01,877,active,12,5,8,2,0
2021-08-01,877,active,13,6,8,3,0
2021-09-01,877,canceled,14,6,9,1,0
2021-10-01,877,canceled,15,6,10,2,0
2021-11-01,877,canceled,16,6,11,3,0
2021-12-01,877,canceled,17,6,12,4,0
2020-02-01,878,canceled,,0,1,,34
2020-03-01,878,canceled,,0,2,,5
2020-04-01,878,canceled,,0,3,,2
2020-05-01,878,canceled,,0,4,,6
2020-06-01,878,canceled,,0,5,,3
2020-07-01,878,canceled,,0,6,,2
2020-08-01,878,canceled,,0,7,,2
2020-09-01,878,canceled,,0,8,,0
2020-10-01,878,canceled,,0,9,,0
2020-11-01,878,canceled,,0,10,,1
2020-12-01,878,canceled,,0,11,,3
2021-01-01,878,canceled,,0,12,,0
2021-02-01,878,canceled,,0,13,,2
2021-03-01,878,canceled,,0,14,,2
2021-04-01,878,canceled,,0,15,,1
2021-05-01,878,canceled,,0,16,,6
2021-06-01,878,canceled,,0,17,,4
2021-07-01,878,canceled,,0,18,,0
2021-08-01,878,active,0,1,18,1,0
2021-09-01,878,active,1,2,18,2,0
2021-10-01,878,active,2,3,18,3,0
2021-11-01,878,active,3,4,18,4,0
2021-12-01,878,active,4,5,18,5,0
2020-03-01,879,active,0,1,0,,3
2020-04-01,879,active,1,2,0,,1
2020-05-01,879,active,2,3,0,,6
2020-06-01,879,canceled,3,3,1,1,3
2020-07-01,879,canceled,4,3,2,2,4
2020-08-01,879,canceled,5,3,3,3,2
2020-09-01,879,active,6,4,3,1,0
2020-10-01,879,active,7,5,3,2,1
2020-11-01,879,active,8,6,3,3,2
2020-12-01,879,active,9,7,3,4,0
2021-01-01,879,canceled,10,7,4,1,0
2021-02-01,879,canceled,11,7,5,2,0
2021-03-01,879,active,12,8,5,1,1
2021-04-01,879,active,13,9,5,2,1
2021-05-01,879,canceled,14,9,6,1,8
2021-06-01,879,active,15,10,6,1,9
2021-07-01,879,active,16,11,6,2,0
2021-08-01,879,canceled,17,11,7,1,0
2021-09-01,879,canceled,18,11,8,2,0
2021-10-01,879,canceled,19,11,9,3,0
2021-11-01,879,canceled,20,11,10,4,0
2021-12-01,879,canceled,21,11,11,5,0
2020-01-01,880,canceled,,0,1,,40
2020-02-01,880,canceled,,0,2,,33
2020-03-01,880,canceled,,0,3,,4
2020-04-01,880,canceled,,0,4,,1
2020-05-01,880,active,0,1,4,1,2
2020-06-01,880,active,1,2,4,2,6
2020-07-01,880,active,2,3,4,3,1
2020-08-01,880,active,3,4,4,4,1
2020-09-01,880,active,4,5,4,5,0
2020-10-01,880,active,5,6,4,6,0
2020-11-01,880,active,6,7,4,7,0
2020-12-01,880,active,7,8,4,8,1
2021-01-01,880,active,8,9,4,9,1
2021-02-01,880,active,9,10,4,10,3
2021-03-01,880,active,10,11,4,11,0
2021-04-01,880,active,11,12,4,12,1
2021-05-01,880,active,12,13,4,13,6
2021-06-01,880,canceled,13,13,5,1,4
2021-07-01,880,canceled,14,13,6,2,0
2021-08-01,880,canceled,15,13,7,3,0
2021-09-01,880,canceled,16,13,8,4,0
2021-10-01,880,canceled,17,13,9,5,0
2021-11-01,880,canceled,18,13,10,6,0
2020-04-01,881,active,0,1,0,,2
2020-05-01,881,active,1,2,0,,6
2020-06-01,881,active,2,3,0,,5
2020-07-01,881,active,3,4,0,,2
2020-08-01,881,active,4,5,0,,3
2020-09-01,881,active,5,6,0,,0
2020-10-01,881,active,6,7,0,,3
2020-11-01,881,canceled,7,7,1,1,2
2020-12-01,881,canceled,8,7,2,2,0
2021-01-01,881,canceled,9,7,3,3,1
2021-02-01,881,canceled,10,7,4,4,0
2021-03-01,881,canceled,11,7,5,5,0
2021-04-01,881,active,12,8,5,1,1
2021-05-01,881,active,13,9,5,2,8
2021-06-01,881,active,14,10,5,3,5
2021-07-01,881,active,15,11,5,4,0
2021-08-01,881,active,16,12,5,5,0
2021-09-01,881,canceled,17,12,6,1,0
2021-10-01,881,active,18,13,6,1,0
2021-11-01,881,active,19,14,6,2,0
2021-12-01,881,active,20,15,6,3,0
2020-02-01,882,active,0,1,0,,26
2020-03-01,882,active,1,2,0,,7
2020-04-01,882,active,2,3,0,,2
2020-05-01,882,active,3,4,0,,5
2020-06-01,882,active,4,5,0,,7
2020-07-01,882,active,5,6,0,,1
2020-08-01,882,active,6,7,0,,1
2020-09-01,882,canceled,7,7,1,1,2
2020-10-01,882,canceled,8,7,2,2,0
2020-11-01,882,canceled,9,7,3,3,0
2020-12-01,882,canceled,10,7,4,4,0
2021-01-01,882,canceled,11,7,5,5,1
2021-02-01,882,canceled,12,7,6,6,1
2021-03-01,882,canceled,13,7,7,7,1
2021-04-01,882,canceled,14,7,8,8,1
2021-05-01,882,canceled,15,7,9,9,8
2021-06-01,882,canceled,16,7,10,10,5
2021-07-01,882,canceled,17,7,11,11,0
2021-08-01,882,canceled,18,7,12,12,0
2021-09-01,882,canceled,19,7,13,13,0
2021-10-01,882,active,20,8,13,1,0
2021-11-01,882,active,21,9,13,2,0
2021-12-01,882,active,22,10,13,3,0
2020-01-01,883,canceled,,0,1,,34
2020-02-01,883,canceled,,0,2,,21
2020-03-01,883,canceled,,0,3,,3
2020-04-01,883,canceled,,0,4,,2
2020-05-01,883,active,0,1,4,1,5
2020-06-01,883,active,1,2,4,2,3
2020-07-01,883,active,2,3,4,3,3
2020-08-01,883,active,3,4,4,4,4
2020-09-01,883,active,4,5,4,5,1
2020-10-01,883,active,5,6,4,6,1
2020-11-01,883,active,6,7,4,7,0
2020-12-01,883,active,7,8,4,8,0
2021-01-01,883,active,8,9,4,9,1
2021-02-01,883,active,9,10,4,10,0
2021-03-01,883,active,10,11,4,11,0
2021-04-01,883,active,11,12,4,12,0
2021-05-01,883,canceled,12,12,5,1,4
2021-06-01,883,canceled,13,12,6,2,5
2021-07-01,883,canceled,14,12,7,3,0
2021-08-01,883,active,15,13,7,1,0
2021-09-01,883,active,16,14,7,2,0
2021-10-01,883,canceled,17,14,8,1,0
2020-01-01,884,active,0,1,0,,35
2020-02-01,884,active,1,2,0,,29
2020-03-01,884,active,2,3,0,,6
2020-04-01,884,canceled,3,3,1,1,3
2020-05-01,884,canceled,4,3,2,2,5
2020-06-01,884,active,5,4,2,1,4
2020-07-01,884,active,6,5,2,2,1
2020-08-01,884,active,7,6,2,3,1
2020-09-01,884,active,8,7,2,4,0
2020-10-01,884,active,9,8,2,5,2
2020-11-01,884,active,10,9,2,6,1
2020-12-01,884,active,11,10,2,7,0
2021-01-01,884,active,12,11,2,8,1
2021-02-01,884,canceled,13,11,3,1,3
2021-03-01,884,canceled,14,11,4,2,1
2021-04-01,884,canceled,15,11,5,3,0
2021-05-01,884,canceled,16,11,6,4,5
2021-06-01,884,active,17,12,6,1,4
2021-07-01,884,active,18,13,6,2,0
2021-08-01,884,active,19,14,6,3,0
2021-09-01,884,active,20,15,6,4,0
2021-10-01,884,active,21,16,6,5,0
2021-11-01,884,active,22,17,6,6,0
2021-12-01,884,canceled,23,17,7,1,0
2020-03-01,885,canceled,,0,1,,3
2020-04-01,885,canceled,,0,2,,1
2020-05-01,885,canceled,,0,3,,8
2020-06-01,885,canceled,,0,4,,6
2020-07-01,885,canceled,,0,5,,5
2020-08-01,885,canceled,,0,6,,2
2020-09-01,885,canceled,,0,7,,1
2020-10-01,885,canceled,,0,8,,0
2020-11-01,885,canceled,,0,9,,2
2020-12-01,885,active,0,1,9,1,0
2021-01-01,885,active,1,2,9,2,2
2021-02-01,885,canceled,2,2,10,1,1
2021-03-01,885,canceled,3,2,11,2,2
2021-04-01,885,active,4,3,11,1,1
2021-05-01,885,active,5,4,11,2,5
2021-06-01,885,active,6,5,11,3,7
2021-07-01,885,active,7,6,11,4,0
2021-08-01,885,canceled,8,6,12,1,0
2021-09-01,885,active,9,7,12,1,0
2020-01-01,886,active,0,1,0,,34
2020-02-01,886,active,1,2,0,,36
2020-03-01,886,active,2,3,0,,6
2020-04-01,886,active,3,4,0,,0
2020-05-01,886,active,4,5,0,,4
2020-06-01,886,active,5,6,0,,3
2020-07-01,886,active,6,7,0,,3
2020-08-01,886,active,7,8,0,,0
2020-09-01,886,active,8,9,0,,1
2020-10-01,886,active,9,10,0,,2
2020-11-01,886,active,10,11,0,,1
2020-12-01,886,active,11,12,0,,0
2021-01-01,886,active,12,13,0,,1
2021-02-01,886,active,13,14,0,,3
2021-03-01,886,active,14,15,0,,0
2021-04-01,886,active,15,16,0,,2
2021-05-01,886,active,16,17,0,,11
2021-06-01,886,active,17,18,0,,8
2021-07-01,886,active,18,19,0,,0
2021-08-01,886,active,19,20,0,,0
2021-09-01,886,active,20,21,0,,0
2021-10-01,886,active,21,22,0,,0
2021-11-01,886,canceled,22,22,1,1,0
2021-12-01,886,active,23,23,1,1,0
2020-02-01,887,canceled,,0,1,,34
2020-03-01,887,active,0,1,1,1,5
2020-04-01,887,active,1,2,1,2,2
2020-05-01,887,active,2,3,1,3,3
2020-06-01,887,active,3,4,1,4,4
2020-07-01,887,active,4,5,1,5,6
2020-08-01,887,active,5,6,1,6,1
2020-09-01,887,active,6,7,1,7,0
2020-10-01,887,active,7,8,1,8,1
2020-11-01,887,active,8,9,1,9,1
2020-12-01,887,active,9,10,1,10,0
2021-01-01,887,active,10,11,1,11,1
2021-02-01,887,active,11,12,1,12,0
2021-03-01,887,active,12,13,1,13,2
2021-04-01,887,active,13,14,1,14,0
2021-05-01,887,canceled,14,14,2,1,7
2021-06-01,887,canceled,15,14,3,2,5
2021-07-01,887,canceled,16,14,4,3,0
2021-08-01,887,canceled,17,14,5,4,0
2021-09-01,887,canceled,18,14,6,5,0
2021-10-01,887,canceled,19,14,7,6,0
2021-11-01,887,canceled,20,14,8,7,0
2021-12-01,887,active,21,15,8,1,0
2020-04-01,888,canceled,,0,1,,1
2020-05-01,888,canceled,,0,2,,4
2020-06-01,888,canceled,,0,3,,2
2020-07-01,888,canceled,,0,4,,1
2020-08-01,888,active,0,1,4,1,0
2020-09-01,888,canceled,1,1,5,1,0
2020-10-01,888,canceled,2,1,6,2,1
2020-11-01,888,active,3,2,6,1,2
2020-12-01,888,active,4,3,6,2,0
2021-01-01,888,active,5,4,6,3,2
2021-02-01,888,active,6,5,6,4,1
2021-03-01,888,canceled,7,5,7,1,3
2021-04-01,888,canceled,8,5,8,2,2
2021-05-01,888,canceled,9,5,9,3,4
2021-06-01,888,canceled,10,5,10,4,6
2021-07-01,888,canceled,11,5,11,5,0
2021-08-01,888,active,12,6,11,1,0
2021-09-01,888,canceled,13,6,12,1,0
2021-10-01,888,active,14,7,12,1,0
2020-05-01,889,active,0,1,0,,9
2020-06-01,889,active,1,2,0,,3
2020-07-01,889,active,2,3,0,,2
2020-08-01,889,active,3,4,0,,2
2020-09-01,889,active,4,5,0,,0
2020-10-01,889,active,5,6,0,,1
2020-11-01,889,active,6,7,0,,1
2020-12-01,889,active,7,8,0,,2
2021-01-01,889,active,8,9,0,,1
2021-02-01,889,active,9,10,0,,3
2021-03-01,889,active,10,11,0,,3
2021-04-01,889,active,11,12,0,,0
2021-05-01,889,active,12,13,0,,6
2021-06-01,889,active,13,14,0,,6
2021-07-01,889,canceled,14,14,1,1,0
2021-08-01,889,active,15,15,1,1,0
2021-09-01,889,active,16,16,1,2,0
2021-10-01,889,active,17,17,1,3,0
2021-11-01,889,canceled,18,17,2,1,0
2021-12-01,889,canceled,19,17,3,2,0
2020-02-01,890,canceled,,0,1,,28
2020-03-01,890,canceled,,0,2,,2
2020-04-01,890,canceled,,0,3,,1
2020-05-01,890,canceled,,0,4,,3
2020-06-01,890,canceled,,0,5,,5
2020-07-01,890,active,0,1,5,1,3
2020-08-01,890,active,1,2,5,2,4
2020-09-01,890,active,2,3,5,3,1
2020-10-01,890,active,3,4,5,4,1
2020-11-01,890,active,4,5,5,5,1
2020-12-01,890,canceled,5,5,6,1,0
2021-01-01,890,canceled,6,5,7,2,1
2021-02-01,890,canceled,7,5,8,3,0
2021-03-01,890,canceled,8,5,9,4,0
2021-04-01,890,canceled,9,5,10,5,0
2021-05-01,890,canceled,10,5,11,6,8
2021-06-01,890,active,11,6,11,1,3
2021-07-01,890,active,12,7,11,2,0
2021-08-01,890,active,13,8,11,3,0
2021-09-01,890,active,14,9,11,4,0
2021-10-01,890,active,15,10,11,5,0
2021-11-01,890,active,16,11,11,6,0
2021-12-01,890,canceled,17,11,12,1,0
2020-01-01,891,active,0,1,0,,44
2020-02-01,891,active,1,2,0,,24
2020-03-01,891,active,2,3,0,,6
2020-04-01,891,active,3,4,0,,3
2020-05-01,891,active,4,5,0,,5
2020-06-01,891,canceled,5,5,1,1,3
